32 2.16343 1.98808
48 3.21602 2.8831
64 4.34238 4.05037
96 6.63547 6.18327
128 9.50196 8.66631
192 14.7502 13.623
256 20.0007 18.5581
384 27.0861 25.0752
512 32.8281 30.9619
768 58.7641 53.7799
1024 77.0455 70.7391
1536 105.78 96.41
2048 136.775 122.854
3072 200.891 186.877
4096 267.474 244.834
6144 375.917 352.883
8192 490.119 452.919
12288 686.469 629.561
16384 837.061 779.769
24576 1109.32 1018.77
32768 1334.34 1231.86
