27.3969 240
31.3153 175
35.2338 38
39.1522 19
43.0707 7
46.9891 4
50.9076 3
54.826 7
58.7445 3
62.6629 2
66.5814 0
70.4999 1
74.4183 1
78.3368 0
82.2552 0
86.1737 0
90.0921 0
94.0106 0
97.929 0
101.847 0
105.766 1
