27.1323 101
29.5878 217
32.0433 74
34.4988 44
36.9543 14
39.4098 10
41.8653 9
44.3209 6
46.7764 4
49.2319 7
51.6874 3
54.1429 1
56.5984 3
59.0539 3
61.5094 2
63.9649 1
66.4203 1
68.8758 0
71.3314 0
73.7869 0
76.2424 1
